RID,ID,Sex,BirthDate,Height,Weight,Duration,Distance,Steps,Type
345,D,M,1939-10-16,1.7842,74.15,18037.808,29665.10538641686,25334,J
346,I,M,1999-03-12,1.778,72.57,5180,49664.42953020134,14800,B
347,B,M,1991-07-06,1.905,79.83,15279.914999999999,28284.353741496598,20789,W
348,H,F,1985-10-16,1.4478,70.76,8876.42,37374.4,23359,B
349,H,F,1985-10-16,1.4478,70.76,268.015,391.5857605177994,605,J
350,H,F,1985-10-16,1.4478,70.76,7289.622,13618.461538461539,13278,R
351,H,F,1985-10-16,1.4478,70.76,2202.52,2880.1652892561983,5576,W
352,E,F,1986-12-03,1.625,52.1631,3977.656,11566.315789473683,5494,R
353,A,M,1981-04-17,1.8542,92.9864,7920.849999999999,69633.84615384616,22631,B
354,A,M,1981-04-17,1.8542,92.9864,12148.842,24379.354838709678,18894,J
355,E,F,1986-12-03,1.625,52.1631,10194.696,25826.356589147286,16658,J
356,E,F,1986-12-03,1.625,52.1631,954.141,1998.8038277511962,1671,W
357,D,M,1939-10-16,1.7842,74.15,506.196,949.6932515337423,774,R
358,B,M,1991-07-06,1.905,79.83,7140.54,77817.56756756756,23034,B
359,G,F,1957-02-18,1.5542,46.26,1665.18,2678.3439490445858,3364,W
360,B,M,1991-07-06,1.905,79.83,5103.491,11620.790629575404,7937,J
361,B,M,1991-07-06,1.905,79.83,14610.925,46222.477064220184,20153,R
362,E,F,1986-12-03,1.625,52.1631,1701.4199999999998,12464.615384615385,4051,B
363,B,M,1991-07-06,1.905,79.83,11862.707,27011.713030746705,18449,J
364,E,F,1986-12-03,1.625,52.1631,5082,37230.769230769234,12100,B
365,I,M,1999-03-12,1.778,72.57,7848.4580000000005,25696.84210526316,12206,J
366,C,M,1979-04-19,1.7542,145.15,13410.519999999999,19518.134715025906,18835,J
367,F,F,1984-05-21,1.698,54.4642,14294.279999999999,28736.842105263157,24024,W
368,F,F,1984-05-21,1.698,54.4642,1865.343,4497.674418604652,2901,J
369,C,M,1979-04-19,1.7542,145.15,2527.71,4531.066822977726,3865,R
370,D,M,1939-10-16,1.7842,74.15,8334,45728.39506172839,18520,B
371,D,M,1939-10-16,1.7842,74.15,4903.0380000000005,9198.773006134968,7497,R
372,H,F,1985-10-16,1.4478,70.76,819.66,3451.2,2157,B
373,E,F,1986-12-03,1.625,52.1631,3272.401,6855.263157894738,5731,W
374,A,M,1981-04-17,1.8542,92.9864,8416.87,16890.322580645163,13090,J
375,G,F,1957-02-18,1.5542,46.26,5488.644,9851.85185185185,10108,J
376,F,F,1984-05-21,1.698,54.4642,5116.994,12337.98449612403,7958,J
377,A,M,1981-04-17,1.8542,92.9864,135.1,1187.6923076923076,386,B
378,A,M,1981-04-17,1.8542,92.9864,12718.72,20854.634146341465,21376,W
379,B,M,1991-07-06,1.905,79.83,9042.199999999999,28605.504587155963,12472,R
380,F,F,1984-05-21,1.698,54.4642,1490.51,4189.473684210526,1990,R
381,A,M,1981-04-17,1.8542,92.9864,1356.6,2224.390243902439,2280,W
382,D,M,1939-10-16,1.7842,74.15,5929.2,32533.333333333332,13176,B
383,G,F,1957-02-18,1.5542,46.26,4496.921,9465.84699453552,6929,R
384,I,M,1999-03-12,1.778,72.57,12361.72,22460.540540540544,20776,W
385,D,M,1939-10-16,1.7842,74.15,4096.002,7684.662576687117,6263,R
386,B,M,1991-07-06,1.905,79.83,18497.01,34239.45578231292,25166,W
387,A,M,1981-04-17,1.8542,92.9864,13341.188,33927.619047619046,17812,R
388,F,F,1984-05-21,1.698,54.4642,9989.005000000001,24085.271317829454,15535,J
389,A,M,1981-04-17,1.8542,92.9864,6180.86,10134.634146341463,10388,W
390,H,F,1985-10-16,1.4478,70.76,9717,12706.611570247935,24600,W
391,D,M,1939-10-16,1.7842,74.15,4976.9400000000005,9337.423312883437,7610,R
392,D,M,1939-10-16,1.7842,74.15,7363.386,13814.72392638037,11259,R
393,D,M,1939-10-16,1.7842,74.15,629.1,3451.8518518518517,1398,B
394,I,M,1999-03-12,1.778,72.57,2038.05,19540.268456375838,5823,B
395,B,M,1991-07-06,1.905,79.83,13838.8,43779.81651376147,19088,R
396,D,M,1939-10-16,1.7842,74.15,12793.928,21040.983606557376,17969,J
397,C,M,1979-04-19,1.7542,145.15,9739.368,17458.382180539273,14892,R
398,C,M,1979-04-19,1.7542,145.15,8892.9,35930.90909090909,19762,B
399,F,F,1984-05-21,1.698,54.4642,9840.362,27658.947368421053,13138,R
400,A,M,1981-04-17,1.8542,92.9864,5575.5,49015.38461538462,15930,B
401,I,M,1999-03-12,1.778,72.57,17006.045,100911.11111111111,22705,R
402,G,F,1957-02-18,1.5542,46.26,10575.675,17010.350318471337,21365,W
403,G,F,1957-02-18,1.5542,46.26,11455.785,18425.95541401274,23143,W
404,G,F,1957-02-18,1.5542,46.26,7872.64,46860.95238095238,24602,B
405,A,M,1981-04-17,1.8542,92.9864,69.444,139.3548387096774,108,J
406,D,M,1939-10-16,1.7842,74.15,10408.95,57113.58024691358,23131,B
407,F,F,1984-05-21,1.698,54.4642,12869.002,31029.457364341084,20014,J
408,A,M,1981-04-17,1.8542,92.9864,964.712,2453.333333333333,1288,R
409,A,M,1981-04-17,1.8542,92.9864,3103.107,7891.428571428572,4143,R
410,F,F,1984-05-21,1.698,54.4642,11556.09,23232.05741626794,19422,W
411,A,M,1981-04-17,1.8542,92.9864,3033.674,6087.741935483871,4718,J
412,D,M,1939-10-16,1.7842,74.15,10490.9,15292.857142857143,14987,W
413,E,F,1986-12-03,1.625,52.1631,7915.492,23016.84210526316,10933,R
414,F,F,1984-05-21,1.698,54.4642,26.04,190.76923076923077,62,B
415,F,F,1984-05-21,1.698,54.4642,3677.6949999999997,7393.540669856459,6181,W
416,C,M,1979-04-19,1.7542,145.15,9618.699999999999,12664.516129032258,13741,W
417,B,M,1991-07-06,1.905,79.83,7072.17,13091.156462585033,9622,W
418,B,M,1991-07-06,1.905,79.83,11590.075,26390.9224011713,18025,J
419,F,F,1984-05-21,1.698,54.4642,14016.037,39395.78947368421,18713,R
420,E,F,1986-12-03,1.625,52.1631,7556.976,19144.186046511626,12348,J
421,F,F,1984-05-21,1.698,54.4642,1599.36,3215.311004784689,2688,W
422,C,M,1979-04-19,1.7542,145.15,11119.95,44929.09090909091,24711,B
423,E,F,1986-12-03,1.625,52.1631,9637.909,20190.191387559807,16879,W
424,G,F,1957-02-18,1.5542,46.26,12392.006000000001,26084.69945355191,19094,R
425,A,M,1981-04-17,1.8542,92.9864,3732.0499999999997,32809.23076923077,10663,B
426,A,M,1981-04-17,1.8542,92.9864,14018.686,28131.612903225807,21802,J
427,A,M,1981-04-17,1.8542,92.9864,10551.630000000001,21174.1935483871,16410,J
428,C,M,1979-04-19,1.7542,145.15,10243.8,13487.557603686635,14634,W
429,B,M,1991-07-06,1.905,79.83,364.87,3976.3513513513512,1177,B
430,G,F,1957-02-18,1.5542,46.26,5127.1,10792.349726775956,7900,R
431,B,M,1991-07-06,1.905,79.83,1063.3,11587.837837837838,3430,B
432,H,F,1985-10-16,1.4478,70.76,1838.0520000000001,3433.846153846154,3348,R
433,F,F,1984-05-21,1.698,54.4642,14560.56,40926.31578947369,19440,R
434,B,M,1991-07-06,1.905,79.83,1613.125,5103.211009174312,2225,R
435,F,F,1984-05-21,1.698,54.4642,12480.125,25089.712918660287,20975,W
436,C,M,1979-04-19,1.7542,145.15,7095.9,9342.857142857143,10137,W
437,C,M,1979-04-19,1.7542,145.15,11129.271999999999,16197.927461139898,15631,J
438,I,M,1999-03-12,1.778,72.57,5884.144,34915.555555555555,7856,R
439,C,M,1979-04-19,1.7542,145.15,3865.05,15616.363636363638,8589,B
440,E,F,1986-12-03,1.625,52.1631,14232.392,41385.26315789473,19658,R
441,E,F,1986-12-03,1.625,52.1631,7091.7,51953.84615384615,16885,B
442,H,F,1985-10-16,1.4478,70.76,7789.761,14552.820512820514,14189,R
443,A,M,1981-04-17,1.8542,92.9864,1492.3999999999999,13120,4264,B
444,A,M,1981-04-17,1.8542,92.9864,4126.5,36276.92307692308,11790,B
445,I,M,1999-03-12,1.778,72.57,10757.6,19545.945945945947,18080,W
446,F,F,1984-05-21,1.698,54.4642,2780.8199999999997,20372.30769230769,6621,B
447,D,M,1939-10-16,1.7842,74.15,13512.8,19697.95918367347,19304,W
448,D,M,1939-10-16,1.7842,74.15,6276.28,10322.014051522248,8815,J
449,G,F,1957-02-18,1.5542,46.26,3080.96,18339.04761904762,9628,B
450,B,M,1991-07-06,1.905,79.83,9333.145,21251.83016105417,14515,J
451,E,F,1986-12-03,1.625,52.1631,3448.008,8734.883720930233,5634,J
452,D,M,1939-10-16,1.7842,74.15,14685.999999999998,21408.16326530612,20980,W
453,C,M,1979-04-19,1.7542,145.15,15479.591999999999,22529.533678756477,21741,J
454,F,F,1984-05-21,1.698,54.4642,5594.82,40987.692307692305,13321,B
455,I,M,1999-03-12,1.778,72.57,740.0930000000001,2423.157894736842,1151,J
456,H,F,1985-10-16,1.4478,70.76,8594.84,36188.8,22618,B
457,H,F,1985-10-16,1.4478,70.76,4573.705,5980.888429752066,11579,W
458,D,M,1939-10-16,1.7842,74.15,8638.696,14207.259953161592,12133,J
459,F,F,1984-05-21,1.698,54.4642,2002.077,5627.368421052632,2673,R
460,F,F,1984-05-21,1.698,54.4642,2239.58,4502.392344497608,3764,W
461,G,F,1957-02-18,1.5542,46.26,7174.046,15101.092896174863,11054,R
462,D,M,1939-10-16,1.7842,74.15,6195.112,10188.524590163935,8701,J
463,A,M,1981-04-17,1.8542,92.9864,2365.72,3879.0243902439024,3976,W
464,D,M,1939-10-16,1.7842,74.15,6225.799999999999,9075.510204081633,8894,W
465,F,F,1984-05-21,1.698,54.4642,11235.749,31581.05263157895,15001,R
466,G,F,1957-02-18,1.5542,46.26,9681.69,17378.167641325537,17830,J
467,I,M,1999-03-12,1.778,72.57,6596.764999999999,11985.945945945947,11087,W
468,G,F,1957-02-18,1.5542,46.26,3716.16,22120,11613,B
469,E,F,1986-12-03,1.625,52.1631,6325.0199999999995,16023.255813953487,10335,J
470,H,F,1985-10-16,1.4478,70.76,7150.29,9350.20661157025,18102,W
471,I,M,1999-03-12,1.778,72.57,15039.77,49242.10526315789,23390,J
472,B,M,1991-07-06,1.905,79.83,9348.875,29575.688073394496,12895,R
473,H,F,1985-10-16,1.4478,70.76,2403.12,10118.4,6324,B
474,G,F,1957-02-18,1.5542,46.26,3892.48,23169.52380952381,12164,B
475,A,M,1981-04-17,1.8542,92.9864,13613.075,34619.04761904762,18175,R
476,I,M,1999-03-12,1.778,72.57,8311.653,49320,11097,R
477,G,F,1957-02-18,1.5542,46.26,14900.391,31364.754098360656,22959,R
478,E,F,1986-12-03,1.625,52.1631,8069.88,59120,19214,B
479,B,M,1991-07-06,1.905,79.83,5742,18165.137614678897,7920,R
480,A,M,1981-04-17,1.8542,92.9864,15280.789999999999,25055.60975609756,25682,W
481,I,M,1999-03-12,1.778,72.57,11026.164,36101.05263157895,17148,J
482,F,F,1984-05-21,1.698,54.4642,10948.882,30774.736842105263,14618,R
483,D,M,1939-10-16,1.7842,74.15,894.6,4908.641975308642,1988,B
484,C,M,1979-04-19,1.7542,145.15,17670.8,23266.35944700461,25244,W
485,C,M,1979-04-19,1.7542,145.15,10579.104000000001,18963.65767878077,16176,R
486,D,M,1939-10-16,1.7842,74.15,14682.499999999998,21403.061224489797,20975,W
487,G,F,1957-02-18,1.5542,46.26,11628.133,24476.775956284153,17917,R
488,H,F,1985-10-16,1.4478,70.76,1286.915,1880.2588996763754,2905,J
489,H,F,1985-10-16,1.4478,70.76,568.1,2392,1495,B
490,H,F,1985-10-16,1.4478,70.76,10148.735,13271.177685950413,25693,W
491,G,F,1957-02-18,1.5542,46.26,11299.739,23785.51912568306,17411,R
492,D,M,1939-10-16,1.7842,74.15,6520.05,35775.30864197531,14489,B
493,A,M,1981-04-17,1.8542,92.9864,5921.594,15059.04761904762,7906,R
494,B,M,1991-07-06,1.905,79.83,9380.07,17363.265306122452,12762,W
495,B,M,1991-07-06,1.905,79.83,4081.121,9292.825768667642,6347,J
496,C,M,1979-04-19,1.7542,145.15,6662.7,26920,14806,B
497,F,F,1984-05-21,1.698,54.4642,4898.04,9846.88995215311,8232,W
498,G,F,1957-02-18,1.5542,46.26,3896.025,6993.17738791423,7175,J
499,A,M,1981-04-17,1.8542,92.9864,8060.005,16174.193548387098,12535,J
500,B,M,1991-07-06,1.905,79.83,5227.32,9676.190476190475,7112,W
501,D,M,1939-10-16,1.7842,74.15,4188.099999999999,6105.102040816327,5983,W
502,H,F,1985-10-16,1.4478,70.76,3654.46,15387.2,9617,B
503,D,M,1939-10-16,1.7842,74.15,4954.096,8147.540983606557,6958,J
504,D,M,1939-10-16,1.7842,74.15,6802.254,12761.96319018405,10401,R
505,B,M,1991-07-06,1.905,79.83,6182.445,14077.598828696924,9615,J
506,B,M,1991-07-06,1.905,79.83,6863.43,12704.761904761905,9338,W
507,I,M,1999-03-12,1.778,72.57,18795.406,111528.88888888889,25094,R
508,I,M,1999-03-12,1.778,72.57,15342.623,50233.68421052631,23861,J
509,B,M,1991-07-06,1.905,79.83,14777.675,46750,20383,R
510,B,M,1991-07-06,1.905,79.83,6807.025,21534.403669724772,9389,R
511,F,F,1984-05-21,1.698,54.4642,19171.404,53886.31578947369,25596,R
512,E,F,1986-12-03,1.625,52.1631,10505.24,30547.36842105263,14510,R
513,F,F,1984-05-21,1.698,54.4642,12180.84,24488.03827751196,20472,W
514,I,M,1999-03-12,1.778,72.57,7944.908,26012.631578947367,12356,J
515,G,F,1957-02-18,1.5542,46.26,1066.23,1714.968152866242,2154,W
516,E,F,1986-12-03,1.625,52.1631,8757.427,18345.693779904304,15337,W
517,B,M,1991-07-06,1.905,79.83,12647.81,28799.414348462666,19670,J
518,F,F,1984-05-21,1.698,54.4642,8562.568,24067.36842105263,11432,R
519,I,M,1999-03-12,1.778,72.57,3535.214,11574.736842105263,5498,J
520,E,F,1986-12-03,1.625,52.1631,8535.235999999999,24818.947368421053,11789,R
521,I,M,1999-03-12,1.778,72.57,6084.876,36106.66666666667,8124,R
522,D,M,1939-10-16,1.7842,74.15,11394.9,62523.456790123455,25322,B
523,E,F,1986-12-03,1.625,52.1631,7935.9,58138.46153846154,18895,B
524,C,M,1979-04-19,1.7542,145.15,8659.699999999999,11401.84331797235,12371,W
525,D,M,1939-10-16,1.7842,74.15,17266.712,28396.95550351288,24251,J
526,D,M,1939-10-16,1.7842,74.15,11993.052,22500.613496932518,18338,R
527,I,M,1999-03-12,1.778,72.57,6787.2,65073.82550335571,19392,B
528,F,F,1984-05-21,1.698,54.4642,1712.214,4812.631578947369,2286,R
529,C,M,1979-04-19,1.7542,145.15,12687.84,18466.321243523318,17820,J
530,F,F,1984-05-21,1.698,54.4642,10245.9,75061.53846153847,24395,B
531,H,F,1985-10-16,1.4478,70.76,7392.52,31126.4,19454,B
532,I,M,1999-03-12,1.778,72.57,8941.064999999999,16245.405405405407,15027,W
533,G,F,1957-02-18,1.5542,46.26,9195.681,19356.557377049183,14169,R
534,H,F,1985-10-16,1.4478,70.76,1415.285,1850.7231404958677,3583,W
535,A,M,1981-04-17,1.8542,92.9864,6799.725,13645.16129032258,10575,J
536,I,M,1999-03-12,1.778,72.57,6252.259999999999,11360,10508,W
537,F,F,1984-05-21,1.698,54.4642,4429.627,10680.62015503876,6889,J
538,C,M,1979-04-19,1.7542,145.15,4510.35,18223.636363636364,10023,B
539,F,F,1984-05-21,1.698,54.4642,18146.023,51004.21052631579,24227,R
540,F,F,1984-05-21,1.698,54.4642,1059.021,2553.4883720930234,1647,J
541,I,M,1999-03-12,1.778,72.57,10534.269,34490.52631578947,16383,J
542,A,M,1981-04-17,1.8542,92.9864,8396.5,73815.38461538461,23990,B
543,F,F,1984-05-21,1.698,54.4642,6944.400000000001,16744.18604651163,10800,J
544,H,F,1985-10-16,1.4478,70.76,3131.567,4575.404530744337,7069,J
545,I,M,1999-03-12,1.778,72.57,8603.014,51048.88888888889,11486,R
546,I,M,1999-03-12,1.778,72.57,12868.064999999999,23380.54054054054,21627,W
547,C,M,1979-04-19,1.7542,145.15,461.07,826.4947245017586,705,R
548,B,M,1991-07-06,1.905,79.83,4303.425,7965.986394557823,5855,W
549,E,F,1986-12-03,1.625,52.1631,1699.32,12449.23076923077,4046,B
550,D,M,1939-10-16,1.7842,74.15,10949.848,18008.196721311473,15379,J
551,E,F,1986-12-03,1.625,52.1631,2404.4809999999998,5037.081339712919,4211,W
552,H,F,1985-10-16,1.4478,70.76,4573.31,5980.371900826446,11578,W
553,B,M,1991-07-06,1.905,79.83,15741.925,49800.45871559633,21713,R
554,A,M,1981-04-17,1.8542,92.9864,311.84999999999997,2741.5384615384614,891,B
555,G,F,1957-02-18,1.5542,46.26,1020.8000000000001,6076.190476190476,3190,B
556,B,M,1991-07-06,1.905,79.83,921.01,10037.162162162162,2971,B
557,B,M,1991-07-06,1.905,79.83,6847.9,74628.37837837837,22090,B
558,E,F,1986-12-03,1.625,52.1631,3230.488,9393.684210526315,4462,R
559,D,M,1939-10-16,1.7842,74.15,2874.6,15772.83950617284,6388,B
560,F,F,1984-05-21,1.698,54.4642,8213.682,19804.6511627907,12774,J
561,F,F,1984-05-21,1.698,54.4642,7969.429999999999,16021.531100478469,13394,W
562,I,M,1999-03-12,1.778,72.57,13326.208,79075.55555555555,17792,R
563,H,F,1985-10-16,1.4478,70.76,4252.965,5561.46694214876,10767,W
564,G,F,1957-02-18,1.5542,46.26,7140.450000000001,12816.764132553606,13150,J
565,A,M,1981-04-17,1.8542,92.9864,460.59999999999997,4049.2307692307695,1316,B
566,G,F,1957-02-18,1.5542,46.26,12334.41,19839.171974522294,24918,W
567,F,F,1984-05-21,1.698,54.4642,540.96,3963.076923076923,1288,B
568,C,M,1979-04-19,1.7542,145.15,5416.2,21883.636363636364,12036,B
569,C,M,1979-04-19,1.7542,145.15,14673.4,19319.815668202766,20962,W
570,G,F,1957-02-18,1.5542,46.26,1243.44,2000,2512,W
571,A,M,1981-04-17,1.8542,92.9864,4152.05,36501.53846153846,11863,B
572,H,F,1985-10-16,1.4478,70.76,2317.86,3030.99173553719,5868,W
573,H,F,1985-10-16,1.4478,70.76,7788.1140000000005,14549.74358974359,14186,R
574,C,M,1979-04-19,1.7542,145.15,5948.599999999999,7832.258064516129,8498,W
575,A,M,1981-04-17,1.8542,92.9864,5623.45,49436.92307692308,16067,B
576,F,F,1984-05-21,1.698,54.4642,9793.14,71744.61538461539,23317,B
577,B,M,1991-07-06,1.905,79.83,7185.525000000001,16361.639824304539,11175,J
578,E,F,1986-12-03,1.625,52.1631,3394.595,7111.244019138756,5945,W
579,G,F,1957-02-18,1.5542,46.26,6519.360000000001,38805.71428571429,20373,B
580,C,M,1979-04-19,1.7542,145.15,11095.096,16148.186528497408,15583,J
581,E,F,1986-12-03,1.625,52.1631,5746.068,14556.589147286822,9389,J
582,B,M,1991-07-06,1.905,79.83,6273.224999999999,11612.244897959183,8535,W
583,F,F,1984-05-21,1.698,54.4642,3158.416,7615.503875968992,4912,J
584,F,F,1984-05-21,1.698,54.4642,8691.164999999999,17472.48803827751,14607,W
585,E,F,1986-12-03,1.625,52.1631,3574.388,10393.684210526315,4937,R
586,I,M,1999-03-12,1.778,72.57,1693.3,16234.899328859061,4838,B
587,A,M,1981-04-17,1.8542,92.9864,420.7,3698.4615384615386,1202,B
588,B,M,1991-07-06,1.905,79.83,4570.0199999999995,49804.05405405405,14742,B
589,E,F,1986-12-03,1.625,52.1631,10193.491999999998,21354.06698564593,17852,W
590,D,M,1939-10-16,1.7842,74.15,6689.25,36703.7037037037,14865,B
591,C,M,1979-04-19,1.7542,145.15,3307.5,13363.636363636364,7350,B
592,F,F,1984-05-21,1.698,54.4642,4646.04,34036.92307692307,11062,B
593,C,M,1979-04-19,1.7542,145.15,11400.199999999999,15010.138248847927,16286,W
594,I,M,1999-03-12,1.778,72.57,511.7,4906.040268456376,1462,B
595,B,M,1991-07-06,1.905,79.83,12340.65,22843.537414965987,16790,W
596,E,F,1986-12-03,1.625,52.1631,9262.856,26934.736842105263,12794,R
597,I,M,1999-03-12,1.778,72.57,1422.316,4656.842105263158,2212,J
598,I,M,1999-03-12,1.778,72.57,3252.5499999999997,31184.563758389264,9293,B
599,I,M,1999-03-12,1.778,72.57,12236.769999999999,22233.513513513513,20566,W
600,H,F,1985-10-16,1.4478,70.76,3954.66,16651.2,10407,B
601,B,M,1991-07-06,1.905,79.83,4052.055,7500.680272108844,5513,W
602,I,M,1999-03-12,1.778,72.57,4936.049999999999,47325.5033557047,14103,B
603,I,M,1999-03-12,1.778,72.57,11807.775,21454.054054054053,19845,W
604,H,F,1985-10-16,1.4478,70.76,7812.7480000000005,11414.886731391587,17636,J
605,G,F,1957-02-18,1.5542,46.26,2231.73,4005.8479532163747,4110,J
606,A,M,1981-04-17,1.8542,92.9864,2969.036,7550.47619047619,3964,R
607,I,M,1999-03-12,1.778,72.57,3983.5249999999996,7237.837837837838,6695,W
608,E,F,1986-12-03,1.625,52.1631,16638.968,48383.15789473684,22982,R
609,B,M,1991-07-06,1.905,79.83,15343.125,28401.36054421769,20875,W
610,B,M,1991-07-06,1.905,79.83,17247.51,31926.530612244896,23466,W
611,A,M,1981-04-17,1.8542,92.9864,7986.06,16025.806451612905,12420,J
612,D,M,1939-10-16,1.7842,74.15,7529.400000000001,41313.58024691358,16732,B
613,F,F,1984-05-21,1.698,54.4642,7631.767,18401.5503875969,11869,J
614,C,M,1979-04-19,1.7542,145.15,13019.178,23337.63188745604,19907,R
615,G,F,1957-02-18,1.5542,46.26,9546.57,15355.095541401275,19286,W
616,I,M,1999-03-12,1.778,72.57,14503.508,47486.31578947369,22556,J
617,H,F,1985-10-16,1.4478,70.76,6919.8,29136,18210,B
618,G,F,1957-02-18,1.5542,46.26,6043.488,12721.311475409835,9312,R
619,D,M,1939-10-16,1.7842,74.15,7557.75,41469.13580246913,16795,B
620,B,M,1991-07-06,1.905,79.83,13424.824999999999,42470.18348623853,18517,R
621,C,M,1979-04-19,1.7542,145.15,17480.311999999998,25441.45077720207,24551,J
622,G,F,1957-02-18,1.5542,46.26,2573.12,15316.190476190475,8041,B
623,A,M,1981-04-17,1.8542,92.9864,12119.569,30820.95238095238,16181,R
624,F,F,1984-05-21,1.698,54.4642,1884.12,13803.076923076922,4486,B
625,H,F,1985-10-16,1.4478,70.76,7679.8,32336,20210,B
626,D,M,1939-10-16,1.7842,74.15,5757.162,10801.226993865032,8803,R
627,E,F,1986-12-03,1.625,52.1631,9152.22,67049.23076923078,21791,B
628,A,M,1981-04-17,1.8542,92.9864,15797.224,31700.645161290322,24568,J
629,G,F,1957-02-18,1.5542,46.26,11698.335,18816.08280254777,23633,W
630,I,M,1999-03-12,1.778,72.57,4877.488,28942.222222222223,6512,R
631,F,F,1984-05-21,1.698,54.4642,14530.494999999999,29211.72248803828,24421,W
632,H,F,1985-10-16,1.4478,70.76,4484.435,5864.152892561983,11353,W
633,D,M,1939-10-16,1.7842,74.15,187.20000000000002,1027.1604938271605,416,B
634,H,F,1985-10-16,1.4478,70.76,563.496,823.3009708737864,1272,J
635,A,M,1981-04-17,1.8542,92.9864,1889.6499999999999,16612.30769230769,5399,B
636,H,F,1985-10-16,1.4478,70.76,9236.285,12077.995867768594,23383,W
637,E,F,1986-12-03,1.625,52.1631,1216.2299999999998,2547.846889952153,2130,W
638,A,M,1981-04-17,1.8542,92.9864,29.749999999999996,261.53846153846155,85,B
639,A,M,1981-04-17,1.8542,92.9864,4971.113,12641.904761904761,6637,R
640,I,M,1999-03-12,1.778,72.57,14990.429999999998,27236.756756756757,25194,W
641,B,M,1991-07-06,1.905,79.83,16550.3,52357.79816513762,22828,R
642,G,F,1957-02-18,1.5542,46.26,8511.525,13690.286624203822,17195,W
643,F,F,1984-05-21,1.698,54.4642,2474.264,5965.891472868217,3848,J
644,D,M,1939-10-16,1.7842,74.15,16566.474000000002,31080.981595092024,25331,R
645,C,M,1979-04-19,1.7542,145.15,1425.066,2554.5134818288393,2179,R
646,B,M,1991-07-06,1.905,79.83,3662.03,39908.78378378378,11813,B
647,B,M,1991-07-06,1.905,79.83,3702.1949999999997,6853.061224489796,5037,W
648,C,M,1979-04-19,1.7542,145.15,51.099999999999994,67.2811059907834,73,W
649,G,F,1957-02-18,1.5542,46.26,10445.985,16801.751592356686,21103,W
650,D,M,1939-10-16,1.7842,74.15,10071.45,55261.72839506173,22381,B
651,B,M,1991-07-06,1.905,79.83,11377.425,35993.119266055044,15693,R
652,C,M,1979-04-19,1.7542,145.15,746.214,1337.6318874560375,1141,R
653,G,F,1957-02-18,1.5542,46.26,8025.28,47769.52380952381,25079,B
654,C,M,1979-04-19,1.7542,145.15,4797.799999999999,6317.05069124424,6854,W
655,B,M,1991-07-06,1.905,79.83,1849.46,20155.405405405407,5966,B
656,E,F,1986-12-03,1.625,52.1631,12910.881,27046.65071770335,22611,W
657,G,F,1957-02-18,1.5542,46.26,3080.154,6483.606557377049,4746,R
658,E,F,1986-12-03,1.625,52.1631,12700.224,32173.643410852714,20752,J
659,B,M,1991-07-06,1.905,79.83,126.14999999999999,399.08256880733944,174,R
660,D,M,1939-10-16,1.7842,74.15,1774.3020000000001,3328.834355828221,2713,R
661,C,M,1979-04-19,1.7542,145.15,16391.202,29382.180539273155,25063,R
662,G,F,1957-02-18,1.5542,46.26,6296.4,10127.388535031849,12720,W
663,H,F,1985-10-16,1.4478,70.76,9712.8,40896,25560,B
664,C,M,1979-04-19,1.7542,145.15,16508.922000000002,29593.200468933177,25243,R
665,H,F,1985-10-16,1.4478,70.76,9842.131,14379.935275080905,22217,J
666,F,F,1984-05-21,1.698,54.4642,692.511,1669.7674418604652,1077,J
667,D,M,1939-10-16,1.7842,74.15,13779.336,22661.592505854802,19353,J
668,A,M,1981-04-17,1.8542,92.9864,4124.05,36255.38461538462,11783,B
669,A,M,1981-04-17,1.8542,92.9864,6289.15,55289.23076923077,17969,B
670,A,M,1981-04-17,1.8542,92.9864,8461.880000000001,16980.645161290322,13160,J
671,D,M,1939-10-16,1.7842,74.15,16355.232,30684.66257668712,25008,R
672,A,M,1981-04-17,1.8542,92.9864,8819.475,22428.571428571428,11775,R
673,D,M,1939-10-16,1.7842,74.15,12285,17908.16326530612,17550,W
674,A,M,1981-04-17,1.8542,92.9864,5016.686,10067.096774193547,7802,J
675,A,M,1981-04-17,1.8542,92.9864,2443,21476.923076923074,6980,B
676,D,M,1939-10-16,1.7842,74.15,1733.8500000000001,9513.58024691358,3853,B
677,E,F,1986-12-03,1.625,52.1631,18136.924,52738.94736842105,25051,R
678,B,M,1991-07-06,1.905,79.83,2931.05,31942.56756756757,9455,B
679,F,F,1984-05-21,1.698,54.4642,2971.08,21766.153846153844,7074,B
680,A,M,1981-04-17,1.8542,92.9864,2762.8999999999996,24289.23076923077,7894,B
681,C,M,1979-04-19,1.7542,145.15,7732.9,10181.566820276497,11047,W
682,I,M,1999-03-12,1.778,72.57,4685.541,15341.052631578947,7287,J
683,G,F,1957-02-18,1.5542,46.26,4291.52,25544.761904761905,13411,B
684,I,M,1999-03-12,1.778,72.57,7857.46,25726.315789473683,12220,J
685,G,F,1957-02-18,1.5542,46.26,4909.263,8811.890838206627,9041,J
686,D,M,1939-10-16,1.7842,74.15,16236.204000000002,30461.349693251534,24826,R
687,B,M,1991-07-06,1.905,79.83,13900.374,31651.537335285502,21618,J
688,G,F,1957-02-18,1.5542,46.26,5311.0830000000005,9533.138401559454,9781,J
689,I,M,1999-03-12,1.778,72.57,4357.1849999999995,7916.756756756758,7323,W
690,B,M,1991-07-06,1.905,79.83,10518.3,33275.22935779817,14508,R
